DATAFLOW,LAST UPDATE,freq,age,sex,indic_il,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Bulgaria,2021,5157,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Bulgaria,2022,5378,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Bulgaria,2023,6523,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Bulgaria,2024,7811,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Switzerland,2013,40791,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Switzerland,2018,43013,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Switzerland,2021,44753,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Switzerland,2022,45405,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Switzerland,2023,49328,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Cyprus,2013,15873,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Cyprus,2018,15336,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Cyprus,2021,16686,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Cyprus,2022,17856,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Cyprus,2023,18873,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Cyprus,2024,20666,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Czechia,2013,7694,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Czechia,2018,9088,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Czechia,2021,10625,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Czechia,2022,12146,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Czechia,2023,13656,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Czechia,2024,15133,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Germany,2013,19582,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Germany,2018,22713,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Germany,2021,24946,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Germany,2022,24925,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Germany,2023,26274,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Germany,2024,27619,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Denmark,2013,27444,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Denmark,2018,30104,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Denmark,2021,32088,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Denmark,2022,33260,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Denmark,2023,33903,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Denmark,2024,34843,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2013,17467,e,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,19235,e,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,20780,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Euro area - 18 countries (2014),2013,17389,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Euro area - 18 countries (2014),2018,19340,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Euro area - 19 countries  (2015-2022),2013,17276,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Euro area - 19 countries  (2015-2022),2018,19235,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Euro area - 19 countries  (2015-2022),2021,20780,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Euro area – 20 countries (from 2023),2018,19084,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Euro area – 20 countries (from 2023),2021,20628,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Euro area – 20 countries (from 2023),2022,21267,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Euro area – 20 countries (from 2023),2023,22570,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Euro area – 20 countries (from 2023),2024,23770,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Estonia,2013,6579,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Estonia,2018,10524,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Estonia,2021,12623,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Estonia,2022,14827,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Estonia,2023,15128,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Estonia,2024,16140,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Greece,2013,8371,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Greece,2018,7863,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Greece,2021,8752,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Greece,2022,9520,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Greece,2023,10050,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Greece,2024,10850,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Spain,2013,13524,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Spain,2018,14785,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Spain,2021,15892,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Spain,2022,16814,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Spain,2023,18316,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Spain,2024,19307,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,15433,e,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,17435,e,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,European Union - 27 countries (2007-2013),2013,15522,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,European Union - 27 countries (2007-2013),2018,17522,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,European Union - 27 countries (from 2020),2013,14962,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,European Union - 27 countries (from 2020),2018,16832,e,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,European Union - 27 countries (from 2020),2021,18368,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,European Union - 27 countries (from 2020),2022,19083,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,European Union - 27 countries (from 2020),2023,20350,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,European Union - 27 countries (from 2020),2024,21588,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,European Union - 28 countries (2013-2020),2013,15433,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,European Union - 28 countries (2013-2020),2018,17435,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Finland,2013,23272,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Finland,2018,24544,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Finland,2021,25456,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Finland,2022,26541,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Finland,2023,27346,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Finland,2024,28693,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,France,2013,20924,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,France,2018,22220,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,France,2021,22732,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,France,2022,23053,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,France,2023,24179,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,France,2024,25557,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Croatia,2013,5078,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Croatia,2018,6596,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Croatia,2021,8065,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Croatia,2022,8760,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Croatia,2023,9873,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Croatia,2024,12344,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Hungary,2013,4449,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Hungary,2018,5424,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Hungary,2021,6619,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Hungary,2022,6975,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Hungary,2023,7423,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Hungary,2024,8811,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Ireland,2013,19856,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Ireland,2018,24920,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Ireland,2021,28762,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Ireland,2022,30063,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Ireland,2023,30689,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Ireland,2024,33292,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Iceland,2013,21234,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Iceland,2018,39918,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Italy,2013,15733,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Italy,2018,16844,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Italy,2021,17532,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Italy,2022,18592,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Italy,2023,19819,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Italy,2024,20605,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Lithuania,2013,4698,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Lithuania,2018,6895,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Lithuania,2021,9669,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Lithuania,2022,10195,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Lithuania,2023,11284,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Lithuania,2024,12325,p,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Luxembourg,2013,33301,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Luxembourg,2018,34472,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Luxembourg,2021,42482,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Luxembourg,2022,45310,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Luxembourg,2023,47636,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Luxembourg,2024,50799,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Latvia,2013,4666,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Latvia,2018,7333,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Latvia,2021,9437,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Latvia,2022,10258,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Latvia,2023,11258,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Latvia,2024,12821,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Montenegro,2013,2964,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Montenegro,2018,3783,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Montenegro,2021,3796,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Montenegro,2022,4293,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,North Macedonia,2013,1904,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,North Macedonia,2018,2626,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,North Macedonia,2021,3222,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,North Macedonia,2022,3504,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Malta,2013,12043,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Malta,2018,14781,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Malta,2021,17036,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Malta,2022,18155,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Malta,2023,18940,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Malta,2024,20430,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Netherlands,2013,20839,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Netherlands,2018,24016,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Netherlands,2021,28441,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Netherlands,2022,29537,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Netherlands,2023,29249,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Netherlands,2024,31981,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Norway,2013,42909,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Norway,2018,39438,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Norway,2021,35911,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Norway,2022,39206,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Norway,2023,41814,b,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Norway,2024,40432,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Poland,2013,5164,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Poland,2018,6574,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Poland,2021,8297,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Poland,2022,8946,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Poland,2023,10048,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Poland,2024,11921,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Portugal,2013,8177,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Portugal,2018,9346,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Portugal,2021,11089,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Portugal,2022,11014,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Portugal,2023,11824,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Portugal,2024,12646,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Romania,2013,2016,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Romania,2018,3284,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Romania,2021,4830,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Romania,2022,5512,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Romania,2023,6568,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Romania,2024,7837,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Serbia,2013,2419,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Serbia,2018,2739,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Serbia,2021,4021,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Serbia,2022,4416,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Serbia,2023,4955,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Sweden,2013,25401,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Sweden,2018,25540,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Sweden,2021,25498,,
ESTAT:ILC_DI03(1.0),16/06/25 23:00:00,Annual,Total,Total,Median equivalised net income,Euro,Sweden,2022,26738,,
